LineId,Content,EventId
81,generating core.2921,1168
82,generating core.122,1168
83,generating core.1973,1168
84,ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory,302
85,generating core.4984,1168
86,generating core.1822,1168
87,"CE sym 28, at 0x110067e0, mask 0x02",974
88,"1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1",243
89,"CE sym 14, at 0x06047860, mask 0x20",974
90,generating core.3265,1168
91,generating core.2599,1168
92,generating core.1818,1168
93,generating core.1694,1168
94,generating core.3401,1168
95,generating core.25350,1168
96,generating core.1820,1168
97,"CE sym 2, at 0x1b85f080, mask 0x02",974
98,generating core.254,1168
99,generating core.1887,1168
100,"CE sym 2, at 0x1b85fe80, mask 0x02",974
101,generating core.8280,1168
102,generating core.12357,1168
103,data TLB error interrupt,939
104,data TLB error interrupt,939
105,data TLB error interrupt,939
106,data TLB error interrupt,939
107,data TLB error interrupt,939
108,data TLB error interrupt,939
109,data TLB error interrupt,939
110,data TLB error interrupt,939
111,data TLB error interrupt,939
112,data TLB error interrupt,939
113,data TLB error interrupt,939
114,data TLB error interrupt,939
115,data TLB error interrupt,939
116,data TLB error interrupt,939
117,data TLB error interrupt,939
118,data TLB error interrupt,939
119,data TLB error interrupt,939
120,data TLB error interrupt,939
121,data TLB error interrupt,939
122,data TLB error interrupt,939
123,data TLB error interrupt,939
124,data TLB error interrupt,939
125,data TLB error interrupt,939
126,data TLB error interrupt,939
127,data TLB error interrupt,939
128,data TLB error interrupt,939
129,data TLB error interrupt,939
130,data TLB error interrupt,939
131,data TLB error interrupt,939
132,data TLB error interrupt,939
133,data TLB error interrupt,939
134,data TLB error interrupt,939
135,data TLB error interrupt,939
136,data TLB error interrupt,939
137,data TLB error interrupt,939
138,data TLB error interrupt,939
139,data TLB error interrupt,939
140,data TLB error interrupt,939
141,data TLB error interrupt,939
142,data TLB error interrupt,939
143,data TLB error interrupt,939
144,data TLB error interrupt,939
145,data TLB error interrupt,939
146,data TLB error interrupt,939
147,data TLB error interrupt,939
148,data TLB error interrupt,939
149,data TLB error interrupt,939
150,data TLB error interrupt,939
151,data TLB error interrupt,939
152,data TLB error interrupt,939
153,data TLB error interrupt,939
154,data TLB error interrupt,939
155,data TLB error interrupt,939
156,data TLB error interrupt,939
157,data TLB error interrupt,939
158,data TLB error interrupt,939
159,data TLB error interrupt,939
160,data TLB error interrupt,939
161,data TLB error interrupt,939
162,data TLB error interrupt,939
163,"CE sym 10, at 0x08d10580, mask 0x08",974
164,ciod: Message code 0 is not 51 or 4294967295,753
165,data storage interrupt,1127
166,data storage interrupt,1127
167,data storage interrupt,1127
168,data storage interrupt,1127
169,data storage interrupt,1127
170,data storage interrupt,1127
171,data storage interrupt,1127
172,data storage interrupt,1127
173,instruction address: 0x00004ed8,1013
174,instruction address: 0x00004ed8,1013
175,instruction address: 0x00004ed8,1013
176,instruction address: 0x00004ed8,1013
177,instruction address: 0x00004ed8,1013
178,instruction address: 0x00004ed8,1013
179,instruction address: 0x00004ed8,1013
180,generating core.2522,1168
181,generating core.1711,1168
182,generating core.2332,1168
183,generating core.4505,1168
184,generating core.1521,1168
185,data storage interrupt,1127
186,data storage interrupt,1127
187,data storage interrupt,1127
188,data storage interrupt,1127
189,data storage interrupt,1127
190,data storage interrupt,1127
191,data storage interrupt,1127
192,data storage interrupt,1127
193,instruction address: 0x00004ed8,1013
194,instruction address: 0x00004ed8,1013
195,instruction address: 0x00004ed8,1013
196,instruction address: 0x00004ed8,1013
197,instruction address: 0x00004ed8,1013
198,instruction address: 0x00004ed8,1013
199,instruction address: 0x00004ed8,1013
200,instruction address: 0x00004ed8,1013
201,data storage interrupt,1127
202,instruction address: 0x00004ed8,1013
203,instruction address: 0x00004ed8,1013
204,data address: 0x00000002,1113
205,data address: 0x00000002,1113
206,machine check: i-fetch......................0,1100
207,machine check: i-fetch......................0,1100
208,program interrupt: illegal instruction......0,1049
209,data storage interrupt,1127
210,data storage interrupt,1127
211,data storage interrupt,1127
212,data storage interrupt,1127
213,data storage interrupt,1127
214,instruction address: 0x00004ed8,1013
215,data storage interrupt,1127
216,instruction address: 0x00004ed8,1013
217,data storage interrupt,1127
218,data address: 0x00000002,1113
219,data storage interrupt,1127
220,data address: 0x00000002,1113
221,data address: 0x00000002,1113
222,data storage interrupt,1127
223,data address: 0x00000002,1113
224,machine check: i-fetch......................0,1100
225,data storage interrupt,1127
226,data storage interrupt,1127
227,data storage interrupt,1127
228,data storage interrupt,1127
229,data address: 0x00000002,1113
230,instruction address: 0x00004ed8,1013
231,exception syndrome register: 0x00800000,859
232,exception syndrome register: 0x00800000,859
233,exception syndrome register: 0x00800000,859
234,exception syndrome register: 0x00800000,859
235,program interrupt: illegal instruction......0,1049
236,program interrupt: illegal instruction......0,1049
237,data address: 0x00000002,1113
238,exception syndrome register: 0x00800000,859
239,machine check: i-fetch......................0,1100
240,data store interrupt caused by dcbf.........0,812
241,machine check: i-fetch......................0,1100
242,data store interrupt caused by dcbf.........0,812
243,program interrupt: illegal instruction......0,1049
244,program interrupt: illegal instruction......0,1049
245,program interrupt: privileged instruction...0,1049
246,program interrupt: privileged instruction...0,1049
247,program interrupt: trap instruction.........0,1049
248,program interrupt: imprecise exception......0,1049
249,store operation.............................1,345
250,store operation.............................1,345
251,machine state register: 0x00002000,940
252,data store interrupt caused by icbi.........0,812
253,"problem state (0=sup,1=usr).......0",682
254,data store interrupt caused by icbi.........0,812
255,data store interrupt caused by icbi.........0,812
256,floating point instr. enabled.....1,607
257,floating point instr. enabled.....1,607
258,floating point instr. enabled.....1,607
259,auxiliary processor.........................0,378
260,machine check enable..............0,567
261,machine check enable..............0,567
262,floating pt ex mode 0 enable......0,653
263,program interrupt: unimplemented operation..0,1049
264,debug interrupt enable............0,592
265,floating pt ex mode 1 enable......0,653
266,byte ordering exception.....................0,392
267,byte ordering exception.....................0,392
268,data address space................0,546
269,data address space................0,546
270,program interrupt: imprecise exception......0,1049
271,core configuration register: 0x00002000,860
272,program interrupt: imprecise exception......0,1049
273,program interrupt: fp cr update.............0,1049
274,guaranteed instruction cache block touch.0,593
275,guaranteed instruction cache block touch.0,593
276,program interrupt: fp cr field .............0,1049
277,program interrupt: fp cr field .............0,1049
278,program interrupt: fp cr field .............0,1049
279,guaranteed data cache block touch........1,507
280,program interrupt: fp cr field .............0,1049
281,force load/store alignment...............0,475
282,icache prefetch depth....................0,423
283,machine state register: 0x00002000,940
284,machine state register: 0x00002000,940
285,icache prefetch threshold................0,466
286,icache prefetch threshold................0,466
287,machine state register: 0x00002000,940
288,wait state enable.................0,532
289,critical input interrupt enable...0,697
290,"problem state (0=sup,1=usr).......0",682
291,"problem state (0=sup,1=usr).......0",682
292,floating point instr. enabled.....1,607
293,special purpose registers:,895
294,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,861
295,rts internal error,1062
296,floating pt ex mode 0 enable......0,653
297,floating pt ex mode 0 enable......0,653
298,debug wait enable.................0,533
299,floating pt ex mode 1 enable......0,653
300,instruction address space.........0,634
301,data address space................0,546
302,data address space................0,546
303,data address space................0,546
304,core configuration register: 0x00002000,860
305,core configuration register: 0x00002000,860
306,core configuration register: 0x00002000,860
307,core configuration register: 0x00002000,860
308,core configuration register: 0x00002000,860
309,core configuration register: 0x00002000,860
310,disable store gathering..................0,447
311,disable store gathering..................0,447
312,disable store gathering..................0,447
313,generating core.42,1168
314,total of 1 ddr error(s) detected and corrected,420
315,generating core.145,1168
316,instruction cache parity error corrected,633
317,instruction cache parity error corrected,633
318,instruction cache parity error corrected,633
319,instruction cache parity error corrected,633
320,instruction cache parity error corrected,633
321,instruction cache parity error corrected,633
322,generating core.1978,1168
323,generating core.2040,1168
324,generating core.15,1168
325,instruction cache parity error corrected,633
326,instruction cache parity error corrected,633
327,instruction cache parity error corrected,633
328,instruction cache parity error corrected,633
329,instruction cache parity error corrected,633
330,instruction cache parity error corrected,633
331,instruction cache parity error corrected,633
332,generating core.16218,1168
333,instruction cache parity error corrected,633
334,instruction cache parity error corrected,633
335,generating core.8531,1168
336,generating core.2961,1168
337,generating core.15966,1168
338,generating core.42,1168
339,generating core.93,1168
340,generating core.2605,1168
341,generating core.6037,1168
342,generating core.886,1168
343,generating core.3053,1168
344,generating core.2790,1168
345,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706,183
346,instruction cache parity error corrected,633
347,generating core.1488,1168
348,"CE sym 2, at 0x0b85f680, mask 0x0e",974
349,generating core.2186,1168
350,generating core.978,1168
351,generating core.2808,1168
352,generating core.2486,1168
353,generating core.334,1168
354,generating core.5401,1168
355,generating core.14418,1168
356,generating core.2558,1168
357,generating core.9785,1168
358,generating core.4614,1168
359,generating core.7615,1168
360,generating core.15935,1168
361,"ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory",168
362,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,303
363,"CE sym 0, at 0x1b858280, mask 0x40",974
364,generating core.8089,1168
365,generating core.4660,1168
366,generating core.721,1168
367,generating core.5287,1168
368,generating core.783,1168
369,"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1",243
370,instruction cache parity error corrected,633
371,"ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory",168
372,instruction cache parity error corrected,633
373,199680 double-hummer alignment exceptions,1061
374,1969920 double-hummer alignment exceptions,1061
375,2576000 double-hummer alignment exceptions,1061
376,2576000 double-hummer alignment exceptions,1061
377,6182400 double-hummer alignment exceptions,1061
378,6182400 double-hummer alignment exceptions,1061
379,6182400 double-hummer alignment exceptions,1061
380,3091200 double-hummer alignment exceptions,1061
381,3091200 double-hummer alignment exceptions,1061
382,3091200 double-hummer alignment exceptions,1061
383,"CE sym 12, at 0x1b786f60, mask 0x04",974
384,"CE sym 0, at 0x1b8584e0, mask 0x80",974
385,"CE sym 23, at 0x03f89c00, mask 0x10",974
386,23431872 double-hummer alignment exceptions,1061
387,259966605 double-hummer alignment exceptions,1061
388,255244071 double-hummer alignment exceptions,1061
389,259822751 double-hummer alignment exceptions,1061
390,generating core.24721,1168
391,generating core.4184,1168
392,generating core.58109,1168
393,generating core.9881,1168
394,generating core.19579,1168
395,generating core.4501,1168
396,generating core.50230,1168
397,generating core.62516,1168
398,generating core.27921,1168
399,generating core.16830,1168
400,generating core.9369,1168
401,generating core.10140,1168
402,generating core.37749,1168
403,generating core.9654,1168
404,generating core.56155,1168
405,generating core.40250,1168
406,generating core.45353,1168
407,generating core.9578,1168
408,generating core.14856,1168
409,generating core.62468,1168
410,generating core.38415,1168
411,generating core.39138,1168
412,generating core.10394,1168
413,generating core.41347,1168
414,generating core.7619,1168
415,generating core.54486,1168
416,generating core.22421,1168
417,generating core.18261,1168
418,generating core.58616,1168
419,generating core.47736,1168
420,generating core.25048,1168
421,generating core.58777,1168
422,generating core.49137,1168
423,generating core.42553,1168
424,generating core.2109,1168
425,generating core.718,1168
426,generating core.10752,1168
427,generating core.323,1168
428,"ciod: Error loading /home/glosli/src/ddcMD/ddcMD/1.1.13/ddcMDbglV: invalid or missing program image, No such file or directory",168
429,"CE sym 5, at 0x11042a80, mask 0x04",974
430,instruction cache parity error corrected,633
431,generating core.21112,1168
432,program interrupt,1101
433,generating core.28370,1168
434,program interrupt: illegal instruction......1,1049
435,program interrupt: illegal instruction......1,1049
436,program interrupt: privileged instruction...0,1049
437,data store interrupt caused by dcbf.........0,812
438,data store interrupt caused by icbi.........0,812
439,data store interrupt caused by icbi.........0,812
440,auxiliary processor.........................0,378
441,auxiliary processor.........................0,378
442,auxiliary processor.........................0,378
443,program interrupt: unimplemented operation..0,1049
444,program interrupt: imprecise exception......0,1049
445,program interrupt: imprecise exception......0,1049
446,generating core.14700,1168
447,program interrupt,1101
448,program interrupt,1101
449,instruction address: 0x0062fe04,1013
450,exception syndrome register: 0x08000000,859
451,program interrupt: illegal instruction......1,1049
452,program interrupt: privileged instruction...0,1049
453,data store interrupt caused by dcbf.........0,812
454,data store interrupt caused by dcbf.........0,812
455,auxiliary processor.........................0,378
456,"CE sym 0, at 0x1b8594e0, mask 0x40",974
457,Node card is not fully functional,716
458,"CE sym 10, at 0x08e70580, mask 0x08",974
459,generating core.1786,1168
460,generating core.26918,1168
461,generating core.10125,1168
462,generating core.4230,1168
463,generating core.179,1168
464,generating core.1177,1168
465,generating core.32693,1168
466,generating core.7151,1168
467,generating core.7023,1168
468,344040 double-hummer alignment exceptions,1061
469,344040 double-hummer alignment exceptions,1061
470,344040 double-hummer alignment exceptions,1061
471,generating core.29308,1168
472,generating core.2586,1168
473,generating core.6040,1168
474,generating core.16904,1168
475,generating core.26186,1168
476,generating core.26156,1168
477,generating core.2112,1168
478,generating core.23659,1168
479,generating core.1605,1168
480,generating core.16483,1168
481,generating core.257,1168
482,generating core.18751,1168
483,generating core.22783,1168
484,generating core.8021,1168
485,generating core.10734,1168
486,generating core.3613,1168
487,generating core.1916,1168
488,generating core.4246,1168
489,generating core.7777,1168
490,generating core.5935,1168
491,generating core.8691,1168
492,generating core.5512,1168
493,generating core.1123,1168
494,generating core.1641,1168
495,"CE sym 0, at 0x1b858ca0, mask 0x40",974
496,ciod: Error creating node map from file /p/gb2/welcome3/32k_128x256x1_8x4x4.map: Bad file descriptor,288
497,"CE sym 0, at 0x1b858280, mask 0x40",974
498,"CE sym 22, at 0x049af800, mask 0x02",974
499,generating core.1165,1168
500,generating core.23615,1168
501,generating core.865,1168
502,generating core.1626,1168
503,generating core.16594,1168
504,generating core.30586,1168
505,generating core.18540,1168
506,generating core.9825,1168
507,generating core.6698,1168
508,generating core.4525,1168
509,generating core.28084,1168
510,generating core.6028,1168
511,generating core.536,1168
512,generating core.15655,1168
513,generating core.8628,1168
514,generating core.12122,1168
515,generating core.2210,1168
516,generating core.10312,1168
517,generating core.228,1168
518,generating core.332,1168
519,generating core.15740,1168
520,generating core.3389,1168
521,Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005,164
522,Can not get assembly information for node card,488
523,1146800 double-hummer alignment exceptions,1061
524,1146800 double-hummer alignment exceptions,1061
525,1146800 double-hummer alignment exceptions,1061
526,1146800 double-hummer alignment exceptions,1061
527,1146800 double-hummer alignment exceptions,1061
528,1146800 double-hummer alignment exceptions,1061
529,1146800 double-hummer alignment exceptions,1061
530,1146800 double-hummer alignment exceptions,1061
531,1146800 double-hummer alignment exceptions,1061
532,1146800 double-hummer alignment exceptions,1061
533,1146800 double-hummer alignment exceptions,1061
534,1146800 double-hummer alignment exceptions,1061
535,1146800 double-hummer alignment exceptions,1061
536,1146800 double-hummer alignment exceptions,1061
537,1146800 double-hummer alignment exceptions,1061
538,1146800 double-hummer alignment exceptions,1061
539,1146800 double-hummer alignment exceptions,1061
540,1146800 double-hummer alignment exceptions,1061
541,1146800 double-hummer alignment exceptions,1061
542,1146800 double-hummer alignment exceptions,1061
543,458720 double-hummer alignment exceptions,1061
544,458720 double-hummer alignment exceptions,1061
545,458720 double-hummer alignment exceptions,1061
546,458720 double-hummer alignment exceptions,1061
547,458720 double-hummer alignment exceptions,1061
548,458720 double-hummer alignment exceptions,1061
549,458720 double-hummer alignment exceptions,1061
550,458720 double-hummer alignment exceptions,1061
551,1146800 double-hummer alignment exceptions,1061
552,1146800 double-hummer alignment exceptions,1061
553,1146800 double-hummer alignment exceptions,1061
554,1146800 double-hummer alignment exceptions,1061
555,1146800 double-hummer alignment exceptions,1061
556,1146800 double-hummer alignment exceptions,1061
557,1146800 double-hummer alignment exceptions,1061
558,generating core.1114,1168
559,generating core.848,1168
560,generating core.2117,1168
561,generating core.3293,1168
562,generating core.1351,1168
563,generating core.17222,1168
564,generating core.20392,1168
565,generating core.31006,1168
566,generating core.20088,1168
567,generating core.26993,1168
568,generating core.20954,1168
569,generating core.6139,1168
570,generating core.10185,1168
571,generating core.13776,1168
572,generating core.19596,1168
573,generating core.15557,1168
574,generating core.4193,1168
575,generating core.7539,1168
576,generating core.22024,1168
577,generating core.22905,1168
578,generating core.24671,1168
579,generating core.17853,1168
580,generating core.25568,1168
581,generating core.23080,1168
582,generating core.9739,1168
583,generating core.7187,1168
584,generating core.23438,1168
585,generating core.7881,1168
586,generating core.9778,1168
587,generating core.7915,1168
588,generating core.3006,1168
589,generating core.14627,1168
590,generating core.2348,1168
591,generating core.226,1168
592,generating core.1219,1168
593,generating core.8877,1168
594,generating core.13558,1168
595,generating core.404,1168
596,ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/64mps.sequential.mapfile,325
597,1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,209
598,generating core.631,1168
599,generating core.998,1168
600,generating core.1129,1168
601,generating core.424,1168
602,generating core.1213,1168
603,generating core.1433,1168
604,generating core.2950,1168
605,generating core.319,1168
606,generating core.303,1168
607,generating core.1998,1168
608,632431728 double-hummer alignment exceptions,1061
609,634368144 double-hummer alignment exceptions,1061
610,632254896 double-hummer alignment exceptions,1061
611,633283776 double-hummer alignment exceptions,1061
612,generating core.841,1168
613,generating core.815,1168
614,generating core.57762,1168
615,generating core.3436,1168
616,generating core.4592,1168
617,generating core.149,1168
618,generating core.62507,1168
619,generating core.1807,1168
620,Node card is not fully functional,716
621,ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,186
622,ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required,273
623,generating core.9652,1168
624,generating core.11154,1168
625,generating core.7571,1168
626,generating core.12364,1168
627,generating core.13817,1168
628,generating core.14349,1168
629,generating core.8897,1168
630,generating core.7946,1168
631,generating core.10299,1168
632,generating core.9949,1168
633,generating core.12012,1168
634,generating core.9051,1168
635,generating core.7752,1168
636,generating core.10793,1168
637,generating core.24671,1168
638,generating core.40979,1168
639,generating core.18129,1168
640,generating core.47738,1168
641,generating core.42109,1168
642,generating core.6682,1168
643,generating core.7672,1168
644,generating core.47122,1168
645,generating core.17493,1168
646,generating core.23664,1168
647,generating core.19296,1168
648,generating core.6553,1168
649,generating core.56320,1168
650,generating core.3824,1168
651,generating core.5781,1168
652,generating core.55191,1168
653,generating core.38077,1168
654,generating core.41557,1168
655,generating core.36539,1168
656,generating core.51900,1168
657,generating core.33018,1168
658,generating core.29433,1168
659,generating core.36248,1168
660,generating core.41080,1168
661,generating core.57878,1168
662,generating core.245,1168
663,generating core.2315,1168
664,generating core.30603,1168
665,generating core.17517,1168
666,generating core.2633,1168
667,generating core.50240,1168
668,generating core.10211,1168
669,generating core.57863,1168
670,generating core.51808,1168
671,generating core.59907,1168
672,generating core.25382,1168
673,generating core.8646,1168
674,generating core.7167,1168
675,generating core.14589,1168
676,generating core.2300,1168
677,generating core.14652,1168
678,generating core.14807,1168
679,generating core.31758,1168
680,generating core.7205,1168
681,generating core.10247,1168
682,generating core.30230,1168
683,generating core.2299,1168
684,generating core.28666,1168
685,generating core.2481,1168
686,generating core.52376,1168
687,generating core.10930,1168
688,generating core.51134,1168
689,generating core.5235,1168
690,generating core.50841,1168
691,generating core.48433,1168
692,generating core.34955,1168
693,generating core.46408,1168
694,generating core.35872,1168
695,generating core.133,1168
696,generating core.4622,1168
697,generating core.58351,1168
698,generating core.9158,1168
699,generating core.22376,1168
700,generating core.12329,1168
701,generating core.4035,1168
702,generating core.15459,1168
703,generating core.55384,1168
704,generating core.5342,1168
705,generating core.46559,1168
706,generating core.25604,1168
707,generating core.61172,1168
708,generating core.25271,1168
709,generating core.34015,1168
710,generating core.63070,1168
711,generating core.31192,1168
712,generating core.40344,1168
713,generating core.62462,1168
714,generating core.40528,1168
715,generating core.42234,1168
716,generating core.23259,1168
717,generating core.24314,1168
718,generating core.4180,1168
719,generating core.24538,1168
720,generating core.26078,1168
721,generating core.30706,1168
722,generating core.8147,1168
723,generating core.57391,1168
724,generating core.11784,1168
725,generating core.61963,1168
726,generating core.33163,1168
727,generating core.30275,1168
728,generating core.15753,1168
729,generating core.7362,1168
730,generating core.8575,1168
731,generating core.9784,1168
732,generating core.11921,1168
733,generating core.11879,1168
734,generating core.13067,1168
735,generating core.13131,1168
736,generating core.14071,1168
737,generating core.8544,1168
738,generating core.8531,1168
739,generating core.13946,1168
740,generating core.16095,1168
741,generating core.7183,1168
742,generating core.1988,1168
743,generating core.2347,1168
744,generating core.2790,1168
745,generating core.2573,1168
746,generating core.3985,1168
747,generating core.13592,1168
748,generating core.10019,1168
749,generating core.10842,1168
750,generating core.8138,1168
751,1365301360 double-hummer alignment exceptions,1061
752,1315337824 double-hummer alignment exceptions,1061
753,1401390016 double-hummer alignment exceptions,1061
754,generating core.32657,1168
755,generating core.26835,1168
756,generating core.28242,1168
757,generating core.20970,1168
758,generating core.18514,1168
759,generating core.19321,1168
760,generating core.13753,1168
761,generating core.23542,1168
762,generating core.28918,1168
763,generating core.21145,1168
764,generating core.8832,1168
765,generating core.20015,1168
766,generating core.11564,1168
767,generating core.1557,1168
768,generating core.5167,1168
769,generating core.3111,1168
770,generating core.7193,1168
771,generating core.5861,1168
772,generating core.15425,1168
773,generating core.560,1168
774,generating core.5760,1168
775,generating core.13752,1168
776,generating core.10860,1168
777,generating core.12536,1168
778,generating core.19744,1168
779,generating core.8803,1168
780,generating core.28238,1168
781,generating core.12643,1168
782,generating core.12927,1168
783,generating core.6917,1168
784,generating core.21353,1168
785,generating core.17276,1168
786,generating core.26955,1168
787,generating core.11135,1168
788,generating core.6711,1168
789,generating core.22283,1168
790,generating core.21175,1168
791,generating core.28329,1168
792,generating core.20367,1168
793,generating core.23838,1168
794,generating core.16300,1168
795,generating core.7623,1168
796,generating core.1957,1168
797,generating core.3292,1168
798,generating core.3249,1168
799,generating core.2606,1168
800,generating core.2233,1168
801,generating core.3959,1168
802,generating core.2880,1168
803,generating core.3792,1168
804,generating core.2971,1168
805,generating core.3269,1168
806,generating core.24376,1168
807,generating core.31435,1168
808,generating core.3851,1168
809,generating core.20257,1168
810,generating core.32257,1168
811,generating core.7068,1168
812,generating core.4329,1168
813,generating core.16600,1168
814,generating core.6519,1168
815,generating core.15313,1168
816,generating core.16623,1168
817,generating core.10429,1168
818,generating core.32116,1168
819,generating core.15924,1168
820,"CE sym 2, at 0x0d09f1c0, mask 0x80",974
821,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",168
822,rts panic! - stopping execution,772
823,rts panic! - stopping execution,772
824,generating core.9079,1168
825,generating core.6425,1168
826,generating core.3400,1168
827,generating core.6711,1168
828,generating core.2263,1168
829,generating core.9386,1168
830,generating core.4061,1168
831,generating core.14070,1168
832,generating core.14021,1168
833,generating core.1715,1168
834,generating core.4489,1168
835,generating core.2092,1168
836,generating core.5967,1168
837,total of 1 ddr error(s) detected and corrected,420
838,118661512 double-hummer alignment exceptions,1061
839,112099344 double-hummer alignment exceptions,1061
840,113170696 double-hummer alignment exceptions,1061
841,117400328 double-hummer alignment exceptions,1061
842,112762744 double-hummer alignment exceptions,1061
843,116130784 double-hummer alignment exceptions,1061
844,114147592 double-hummer alignment exceptions,1061
845,113622512 double-hummer alignment exceptions,1061
846,114059360 double-hummer alignment exceptions,1061
847,114091808 double-hummer alignment exceptions,1061
848,115325776 double-hummer alignment exceptions,1061
849,113982272 double-hummer alignment exceptions,1061
850,113355952 double-hummer alignment exceptions,1061
851,115193048 double-hummer alignment exceptions,1061
852,111990296 double-hummer alignment exceptions,1061
853,112625368 double-hummer alignment exceptions,1061
854,116249832 double-hummer alignment exceptions,1061
855,112481672 double-hummer alignment exceptions,1061
856,116332728 double-hummer alignment exceptions,1061
857,generating core.691,1168
858,generating core.52403,1168
859,generating core.12883,1168
860,generating core.4159,1168
861,generating core.5054,1168
862,generating core.17150,1168
863,generating core.47314,1168
864,generating core.5520,1168
865,generating core.17817,1168
866,generating core.34898,1168
867,generating core.47007,1168
868,generating core.18363,1168
869,generating core.22494,1168
870,"CE sym 16, at 0x0456cd40, mask 0x04",974
871,generating core.26059,1168
872,generating core.17999,1168
873,generating core.30671,1168
874,generating core.2600,1168
875,generating core.15192,1168
876,generating core.26224,1168
877,generating core.25712,1168
878,generating core.22807,1168
879,generating core.284,1168
880,generating core.5381,1168
881,generating core.27051,1168
882,generating core.29420,1168
883,generating core.8374,1168
884,generating core.15966,1168
885,generating core.7855,1168
886,generating core.2296,1168
887,generating core.1103,1168
888,generating core.2010,1168
889,generating core.3181,1168
890,generating core.32010,1168
891,generating core.9651,1168
892,generating core.10057,1168
893,generating core.5939,1168
894,generating core.12984,1168
895,generating core.17467,1168
896,generating core.29367,1168
897,generating core.14852,1168
898,generating core.4862,1168
899,generating core.27323,1168
900,generating core.26646,1168
901,generating core.5428,1168
902,generating core.12212,1168
903,generating core.3343,1168
904,generating core.19942,1168
905,generating core.18324,1168
906,generating core.3510,1168
907,generating core.17851,1168
908,generating core.30632,1168
909,generating core.26735,1168
910,generating core.18689,1168
911,generating core.27698,1168
912,generating core.10645,1168
913,generating core.5009,1168
914,generating core.5785,1168
915,generating core.4505,1168
916,generating core.27577,1168
917,generating core.32755,1168
