LineId,Content,EventId
84,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,766
85,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,766
86,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,766
87,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,766
88,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,766
89,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,766
90,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,250
91,session opened for user test by (uid=509),551
92,session closed for user test,950
93,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,766
94,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,766
95,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,766
96,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,766
97,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,766
98,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,766
99,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,766
100,check pass; user unknown,889
101,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
102,check pass; user unknown,889
103,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
104,check pass; user unknown,889
105,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
106,check pass; user unknown,889
107,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
108,check pass; user unknown,889
109,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
110,check pass; user unknown,889
111,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
112,check pass; user unknown,889
113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
114,check pass; user unknown,889
115,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
116,check pass; user unknown,889
117,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
118,check pass; user unknown,889
119,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,250
120,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,766
121,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,766
122,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,766
123,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,766
124,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,766
125,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,766
126,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,766
127,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,766
128,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,766
129,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,766
130,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,766
131,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,766
132,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,766
133,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,766
134,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,766
135,User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,618
136,session opened for user cyrus by (uid=0),551
137,session closed for user cyrus,950
138,ALERT exited abnormally with [1],693
139,session opened for user news by (uid=0),551
140,session closed for user news,950
141,session opened for user cyrus by (uid=0),551
142,session closed for user cyrus,950
143,cupsd shutdown succeeded,1091
144,cupsd startup succeeded,1105
145,restart.,1176
146,ALERT exited abnormally with [1],693
147,session opened for user news by (uid=0),551
148,session closed for user news,950
149,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
150,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
151,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
152,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
153,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
154,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
155,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
156,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
157,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
158,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
159,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
160,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,766
161,session opened for user cyrus by (uid=0),551
162,session closed for user cyrus,950
163,ALERT exited abnormally with [1],693
164,session opened for user news by (uid=0),551
165,session closed for user news,950
166,Received SNMP packet(s) from 67.170.148.126,679
167,check pass; user unknown,889
168,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
169,check pass; user unknown,889
170,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
171,check pass; user unknown,889
172,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
173,check pass; user unknown,889
174,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
175,check pass; user unknown,889
176,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
177,check pass; user unknown,889
178,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
179,check pass; user unknown,889
180,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
181,check pass; user unknown,889
182,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
183,check pass; user unknown,889
184,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
185,check pass; user unknown,889
186,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,250
187,session opened for user cyrus by (uid=0),551
188,session closed for user cyrus,950
189,ALERT exited abnormally with [1],693
190,session opened for user news by (uid=0),551
191,session closed for user news,950
192,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,250
193,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,250
194,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,250
195,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,250
196,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,250
197,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,250
198,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
199,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
200,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
201,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
202,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
204,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
205,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
206,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
207,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
208,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
209,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
210,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
211,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
212,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
213,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
214,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
215,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
216,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
217,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
218,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
219,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
220,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,250
221,session opened for user cyrus by (uid=0),551
222,session closed for user cyrus,950
223,ALERT exited abnormally with [1],693
224,session opened for user news by (uid=0),551
225,session closed for user news,950
226,check pass; user unknown,889
227,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
228,check pass; user unknown,889
229,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
230,check pass; user unknown,889
231,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
232,check pass; user unknown,889
233,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
234,check pass; user unknown,889
235,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
236,check pass; user unknown,889
237,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
238,check pass; user unknown,889
239,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
240,check pass; user unknown,889
241,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
242,check pass; user unknown,889
243,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
244,check pass; user unknown,889
245,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,250
246,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
247,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
248,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
249,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
250,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
251,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
252,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
253,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
254,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
255,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
256,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
257,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
258,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
259,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
260,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
261,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
262,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,766
263,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,766
264,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,766
265,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,766
266,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,766
267,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,766
268,connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,766
269,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
270,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
271,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
272,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
273,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
274,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
275,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
276,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
277,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
278,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,250
279,check pass; user unknown,889
280,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=200.60.37.201,250
281,session opened for user cyrus by (uid=0),551
282,session closed for user cyrus,950
283,ALERT exited abnormally with [1],693
284,session opened for user news by (uid=0),551
285,session closed for user news,950
286,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
287,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
288,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
289,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
290,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
291,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
292,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
293,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
294,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,250
295,session opened for user cyrus by (uid=0),551
296,session closed for user cyrus,950
297,ALERT exited abnormally with [1],693
298,session opened for user news by (uid=0),551
299,session closed for user news,950
300,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,766
301,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,766
302,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,766
303,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,766
304,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,766
305,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,766
306,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,766
307,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,766
308,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,766
309,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,766
310,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,766
311,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,766
312,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,766
313,session opened for user cyrus by (uid=0),551
314,session closed for user cyrus,950
315,ALERT exited abnormally with [1],693
316,session opened for user news by (uid=0),551
317,session closed for user news,950
318,check pass; user unknown,889
319,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
320,check pass; user unknown,889
321,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
322,check pass; user unknown,889
323,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
324,check pass; user unknown,889
325,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
326,check pass; user unknown,889
327,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
328,check pass; user unknown,889
329,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
330,check pass; user unknown,889
331,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
332,check pass; user unknown,889
333,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
334,check pass; user unknown,889
335,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
336,check pass; user unknown,889
337,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,250
338,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
339,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
340,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
341,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
342,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
343,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
344,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
345,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
346,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
347,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
348,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
349,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
350,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
351,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
352,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
353,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
354,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
355,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,766
356,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
357,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
358,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
359,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
360,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
361,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
362,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
363,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
364,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,766
365,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,766
366,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,766
367,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,766
368,connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,766
369,session opened for user cyrus by (uid=0),551
370,session closed for user cyrus,950
371,cupsd shutdown succeeded,1091
372,cupsd startup succeeded,1105
373,restart.,1176
374,ALERT exited abnormally with [1],693
375,session opened for user news by (uid=0),551
376,session closed for user news,950
377,session opened for user cyrus by (uid=0),551
378,session closed for user cyrus,950
379,ALERT exited abnormally with [1],693
380,session opened for user news by (uid=0),551
